Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
71,24-06-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.85,19.08333333,48.33333333,197
71,28-06-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.75,18.2,45.66666667,63.33333333
71,7/1/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.16666667,18.68333333,60.66666667,129
71,7/5/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,13.38333333,19.11666667,94,406.6666667
71,7/8/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,13.55,21.2,59,81.66666667
71,7/12/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,12.81666667,19.5,64,199
71,15-07-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,8.85,13.91666667,49.66666667,118.3333333
71,19-07-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.98333333,19.83333333,54.66666667,75
71,22-07-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.96666667,18.38333333,62,119.3333333
71,26-07-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.15,18.95,60.66666667,164.3333333
71,29-07-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,12.78333333,19.95,57.66666667,113
71,8/2/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.15,16.93333333,48,91
71,8/5/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.01666667,17.91666667,54.66666667,125
71,8/9/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.1,17.46666667,55.66666667,193.3333333
71,8/12/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,9.15,15.4,55,155.3333333
71,16-08-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.18333333,19.05,60,134.6666667
71,19-08-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.05,17.36666667,58,113.3333333
71,23-08-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,12.48333333,19.8,28.66666667,46.66666667
71,26-08-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.66666667,17.6,49.33333333,99.66666667
71,30-08-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,13.33333333,21.4,52.33333333,104.6666667
71,9/2/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,14.4,23.55,40.33333333,108.6666667
71,9/6/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,12.51666667,21.06666667,42.33333333,89.66666667
71,9/9/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.8,19.66666667,44.33333333,113.6666667
71,13-09-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.41666667,18.16666667,40.33333333,78.33333333
71,16-09-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,12.16666667,14.76666667,47,104
71,20-09-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,12.005,17.66666667,71.33333333,205.6666667
71,23-09-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,14.85,26.85,59.66666667,140.3333333
71,27-09-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.63333333,20.05,44.66666667,98.33333333
71,30-09-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.8,16.96666667,62.66666667,127.3333333
71,10/4/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.26666667,17.38333333,107,163.3333333
71,10/7/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.41666667,18.18333333,127.3333333,197
71,10/11/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,13.8,21.25,144.6666667,259.6666667
71,14-10-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.25,15.86666667,140.6666667,312
71,18-10-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,8.7,11.95,159.3333333,288.6666667
71,21-10-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.75,20.7,143.6666667,216.6666667
71,25-10-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.58333333,16.83333333,119,209.3333333
71,28-10-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,8.95,17,239,338.3333333
71,11/1/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,9.633333333,14.5,113.6666667,140
71,11/4/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.01666667,16.53333333,89.33333333,142
71,11/8/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,9.066666667,15.45,85.33333333,118.6666667
71,11/11/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.26666667,18.63333333,101.3333333,142.3333333
71,15-11-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.26666667,16.25,85,105.3333333
71,18-11-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.01666667,15.41666667,88,121.6666667
71,22-11-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,12.83333333,22.58333333,110.3333333,150.6666667
71,25-11-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.15,25.33333333,101.6666667,178.3333333
71,29-11-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.58333333,20.61666667,104,163.3333333
71,12/2/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.81666667,18.41666667,111,138.6666667
71,12/9/2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.36666667,17.73333333,119.3333333,152.6666667
71,13-12-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.96666667,20.11666667,91.66666667,141
71,16-12-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,8.85,14.08333333,86,109.3333333
71,20-12-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.48333333,20.55,143.6666667,179.6666667
71,23-12-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.81666667,17.88333333,90.33333333,153.6666667
71,27-12-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.65,17.4,102.3333333,189.3333333
71,30-12-10,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.63333333,19.41666667,86,133.3333333
72,1/6/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.75,25.73333333,105,353.6666667
72,1/8/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15.06666667,26.66666667,83.33333333,140.6666667
72,13-01-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13.6,23.93333333,91.33333333,126.6666667
72,20-01-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.48333333,20.41666667,174.6666667,317.6666667
72,22-01-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.63333333,20.43333333,155.3333333,362.3333333
72,22-01-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.63333333,20.43333333,155.3333333,362.3333333
72,29-01-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,25.63333333,21.55,138.3333333,266
72,2/3/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.43333333,24.61666667,109.6666667,237.3333333
72,2/5/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.03333333,19.1,109.3333333,192.6666667
72,2/10/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13.3,20.85,72.33333333,161.3333333
72,2/12/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,8.65,12.95,52,115.6666667
72,17-02-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,8.983333333,13.98333333,82.66666667,134.6666667
72,19-02-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.6,13.91666667,80.66666667,167.3333333
72,24-02-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15.15,27,110.3333333,256
72,26-02-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.38333333,18.06666667,88.66666667,170
72,3/3/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15.23333333,24.48333333,89.66666667,183.3333333
72,3/5/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.15,18.53333333,84.33333333,212
72,3/10/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.23333333,24.46666667,71.33333333,144.6666667
72,3/12/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.35,17.8,49.66666667,105.6666667
72,17-03-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,17.95,30.55,83.33333333,159
72,19-03-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.75,24.51666667,67,130
72,24-03-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.55,16.98333333,76,167
72,26-03-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,8.65,13.41666667,60.33333333,115
72,31-03-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.3,24.36666667,83.66666667,160.3333333
72,4/7/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.45,21.16666667,54.66666667,107
72,4/9/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.01666667,18.03333333,50.33333333,106.3333333
72,16-04-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.15,16.96666667,43,113.3333333
72,21-04-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.83333333,21.65,59.33333333,153.6666667
72,23-04-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.61666667,21.48333333,51.66666667,115.6666667
72,28-04-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,17.26666667,28.11666667,49,116.3333333
72,30-04-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13.63333333,23.16666667,59,121
72,5/5/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13.5,22.12,118,224.3333333
72,5/7/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.22,26.7,45.33333333,100.3333333
72,5/12/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.46666667,19.66666667,52.66666667,99.66666667
72,14-05-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.53333333,20.78333333,50.66666667,86
72,21-05-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13.66666667,23.36666667,59.33333333,136.3333333
72,26-05-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.9,21,64.66666667,269
72,28-05-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15.61666667,22.65,30.66666667,72
72,6/2/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,8.7,13.23333333,62.66666667,154.6666667
72,6/4/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.58333333,25.7,91.33333333,197.6666667
72,6/9/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.76666667,20.08333333,66.33333333,95
72,6/11/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.61666667,21.4,80.66666667,116
72,16-06-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,16,13.85,46.5,115.5
72,18-06-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13.8,23.88333333,73,128
72,23-06-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.15,20.2,94.66666667,204
72,25-06-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.86,18.74,109.3333333,330
72,30-06-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.78333333,21.38333333,69,144.3333333
72,7/2/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.26666667,20.11666667,70.33333333,171
72,7/7/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.63333333,19.78333333,55,92.66666667
72,7/9/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.95,18.75,66.66666667,107.3333333
72,14-07-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13.21666667,23.38333333,74.66666667,134
72,16-07-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13.21666667,21.05,59,110.3333333
72,21-07-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,16.41666667,20.11666667,116.6666667,163
72,23-07-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.4,17.88333333,82.33333333,191
72,28-07-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.63333333,21.16666667,124.3333333,182.6666667
72,30-07-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.6,17.83333333,74.66666667,133
72,8/4/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.13333333,16.28333333,69.33333333,179
72,8/6/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.61666667,21.08333333,57.66666667,144.3333333
72,8/11/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.53333333,21.81666667,67.33333333,147
72,13-08-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.51666667,18.88333333,63,117.6666667
72,18-08-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.2,20.65,75.5,178
72,20-08-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.633333333,14.93333333,56.66666667,117.3333333
72,25-08-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13.35,20.83333333,56.33333333,82.66666667
72,27-08-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.88333333,18.51666667,242.3333333,328.3333333
72,9/3/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15.36666667,24.81666667,45,77.33333333
72,9/8/2010,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.9,16.91666667,64,159.6666667
72,15-09-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.6,19.51666667,60.66666667,162.3333333
72,17-09-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.033333333,12.68333333,64,137.6666667
72,22-09-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.55,24.15,47.66666667,110.6666667
72,24-09-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.35,13.28333333,57.66666667,119.6666667
72,29-09-10,Tamil Nadu,Chennai,"Thiruvottiyur,  Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.41666667,19.85,52,99
